mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
17.5,6,250,110,3520,16.4,77,1,"""chevrolet concours"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
31.8,4,85,65,2020,19.2,79,3,"""datsun 210"""
15,8,318,150,4135,13.5,72,1,"""plymouth fury iii"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
27,4,151,90,2735,18,82,1,"""pontiac phoenix"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
28.4,4,151,90,2670,16,79,1,"""buick skylark limited"""
20.2,6,232,90,3265,18.2,79,1,"""amc concord dl 6"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
44.6,4,91,67,1850,13.8,80,3,"""honda civic 1500 gl"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
20,4,140,90,2408,19.5,72,1,"""chevrolet vega"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
20.6,6,231,105,3380,15.8,78,1,"""buick century special"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
18.1,6,258,120,3410,15.1,78,1,"""amc concord d/l"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
14,8,455,225,3086,10,70,1,"""buick estate wagon (sw)"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
14,8,400,175,4385,12,72,1,"""pontiac catalina"""
17.5,6,250,110,3520,16.4,77,1,"""chevrolet concours"""
17,6,231,110,3907,21,75,1,"""buick century"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
13,8,318,150,3940,13.2,76,1,"""plymouth volare premier v8"""
18.1,6,258,120,3410,15.1,78,1,"""amc concord d/l"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
15,8,318,150,3399,11,73,1,"""dodge dart custom"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
14,8,400,175,4464,11.5,71,1,"""pontiac catalina brougham"""
19,6,156,108,2930,15.5,76,3,"""toyota mark ii"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
16,6,250,100,3278,18,73,1,"""chevrolet nova custom"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
18,6,250,88,3021,16.5,73,1,"""ford maverick"""
18,6,199,97,2774,15.5,70,1,"""amc hornet"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
14,8,455,225,3086,10,70,1,"""buick estate wagon (sw)"""
23,8,350,125,3900,17.4,79,1,"""cadillac eldorado"""
20.5,6,231,105,3425,16.9,77,1,"""buick skylark"""
14,8,340,160,3609,8,70,1,"""plymouth 'cuda 340"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
16,6,258,110,3632,18,74,1,"""amc matador"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
17,6,231,110,3907,21,75,1,"""buick century"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
11,8,318,210,4382,13.5,70,1,"""dodge d200"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
13,8,350,155,4502,13.5,72,1,"""buick lesabre custom"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
28,4,112,88,2605,19.6,82,1,"""chevrolet cavalier"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
16,8,302,140,4141,14,74,1,"""ford gran torino"""
14,8,351,153,4154,13.5,71,1,"""ford galaxie 500"""
30.7,6,145,76,3160,19.6,81,2,"""volvo diesel"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
19.1,6,225,90,3381,18.7,80,1,"""dodge aspen"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
34,4,108,70,2245,16.9,82,3,"""toyota corolla"""
34.5,4,105,70,2150,14.9,79,1,"""plymouth horizon tc3"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
17,6,163,125,3140,13.6,78,2,"""volvo 264gl"""
29,4,68,49,1867,19.5,73,2,"""fiat 128"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
15,8,318,150,3399,11,73,1,"""dodge dart custom"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
15,6,258,110,3730,19,75,1,"""amc matador"""
15,6,258,110,3730,19,75,1,"""amc matador"""
26.8,6,173,115,2700,12.9,79,1,"""oldsmobile omega brougham"""
26,4,122,80,2451,16.5,74,1,"""ford pinto"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
39.4,4,85,70,2070,18.6,78,3,"""datsun b210 gx"""
23,4,122,86,2220,14,71,1,"""mercury capri 2000"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
22.5,6,232,90,3085,17.6,76,1,"""amc hornet"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
18,6,171,97,2984,14.5,75,1,"""ford pinto"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
24.2,6,146,120,2930,13.8,81,3,"""datsun 810 maxima"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
14,8,318,150,4096,13,71,1,"""plymouth fury iii"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
32,4,135,84,2295,11.6,82,1,"""dodge rampage"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
36.4,5,121,67,2950,19.9,80,2,"""audi 5000s (diesel)"""
33.5,4,151,90,2556,13.2,79,1,"""pontiac phoenix"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
40.8,4,85,65,2110,19.2,80,3,"""datsun 210"""
23,6,198,95,2904,16,73,1,"""plymouth duster"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
38,4,91,67,1965,15,82,3,"""honda civic"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
22,4,140,72,2408,19,71,1,"""chevrolet vega (sw)"""
16,6,250,100,3278,18,73,1,"""chevrolet nova custom"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
31.3,4,120,75,2542,17.5,80,3,"""mazda 626"""
22.5,6,232,90,3085,17.6,76,1,"""amc hornet"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
16,6,225,105,3439,15.5,71,1,"""plymouth satellite custom"""
26,4,97,46,1950,21,73,2,"""volkswagen super beetle"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
33.5,4,85,70,1945,16.8,77,3,"""datsun f-10 hatchback"""
23,4,120,97,2506,14.5,72,3,"""toyouta corona mark ii (sw)"""
15,6,258,110,3730,19,75,1,"""amc matador"""
38,4,91,67,1965,15,82,3,"""honda civic"""
27.2,4,135,84,2490,15.7,81,1,"""plymouth reliant"""
12,8,455,225,4951,11,73,1,"""buick electra 225 custom"""
15,8,318,150,3399,11,73,1,"""dodge dart custom"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
13,8,440,215,4735,11,73,1,"""chrysler new yorker brougham"""
24,4,113,95,2278,15.5,72,3,"""toyota corona hardtop"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
32,4,83,61,2003,19,74,3,"""datsun 710"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
25.4,5,183,77,3530,20.1,79,2,"""mercedes benz 300d"""
12,8,400,167,4906,12.5,73,1,"""ford country"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
18.1,6,258,120,3410,15.1,78,1,"""amc concord d/l"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
22,4,140,72,2408,19,71,1,"""chevrolet vega (sw)"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
18,4,121,112,2933,14.5,72,2,"""volvo 145e (sw)"""
27,4,140,86,2790,15.6,82,1,"""ford mustang gl"""
13,8,350,150,4699,14.5,74,1,"""buick century luxus (sw)"""
18,6,225,105,3121,16.5,73,1,"""plymouth valiant"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
36,4,79,58,1825,18.6,77,2,"""renault 5 gtl"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
23.9,8,260,90,3420,22.2,79,1,"""oldsmobile cutlass salon brougham"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
19,6,232,90,3211,17,75,1,"""amc pacer"""
15,8,318,150,4135,13.5,72,1,"""plymouth fury iii"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
23,4,120,88,2957,17,75,2,"""peugeot 504"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
38.1,4,89,60,1968,18.8,80,3,"""toyota corolla tercel"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
25.4,6,168,116,2900,12.6,81,3,"""toyota cressida"""
28.4,4,151,90,2670,16,79,1,"""buick skylark limited"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
16,8,318,150,4190,13,76,1,"""dodge coronet brougham"""
19.1,6,225,90,3381,18.7,80,1,"""dodge aspen"""
44,4,97,52,2130,24.6,82,2,"""vw pickup"""
25,4,97.5,80,2126,17,72,1,"""dodge colt hardtop"""
30,4,98,68,2155,16.5,78,1,"""chevrolet chevette"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
20,6,232,100,2914,16,75,1,"""amc gremlin"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
31.9,4,89,71,1925,14,79,2,"""vw rabbit custom"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
20,6,232,100,2914,16,75,1,"""amc gremlin"""
28,4,97,92,2288,17,72,3,"""datsun 510 (sw)"""
29,4,97,78,1940,14.5,77,2,"""volkswagen rabbit custom"""
25.5,4,140,89,2755,15.8,77,1,"""ford mustang ii 2+2"""
25,4,121,115,2671,13.5,75,2,"""saab 99le"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
10,8,360,215,4615,14,70,1,"""ford f250"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
23,4,120,88,2957,17,75,2,"""peugeot 504"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
23,4,97,54,2254,23.5,72,2,"""volkswagen type 3"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
19,6,225,100,3630,17.7,77,1,"""plymouth volare custom"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
18,6,250,88,3021,16.5,73,1,"""ford maverick"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
20,4,114,91,2582,14,73,2,"""audi 100ls"""
12,8,350,180,4499,12.5,73,1,"""oldsmobile vista cruiser"""
15.5,8,400,190,4325,12.2,77,1,"""chrysler cordoba"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
37,4,119,92,2434,15,80,3,"""datsun 510 hatchback"""
16,6,258,110,3632,18,74,1,"""amc matador"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
11,8,429,208,4633,11,72,1,"""mercury marquis"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
18.1,6,258,120,3410,15.1,78,1,"""amc concord d/l"""
43.4,4,90,48,2335,23.7,80,2,"""vw dasher (diesel)"""
31.9,4,89,71,1925,14,79,2,"""vw rabbit custom"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
25.4,6,168,116,2900,12.6,81,3,"""toyota cressida"""
30,4,98,68,2155,16.5,78,1,"""chevrolet chevette"""
13,8,318,150,3940,13.2,76,1,"""plymouth volare premier v8"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
27,4,140,86,2790,15.6,82,1,"""ford mustang gl"""
28,4,97,92,2288,17,72,3,"""datsun 510 (sw)"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
29,4,90,70,1937,14,75,2,"""volkswagen rabbit"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
20.5,6,231,105,3425,16.9,77,1,"""buick skylark"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
27,4,151,90,2735,18,82,1,"""pontiac phoenix"""
13,8,360,170,4654,13,73,1,"""plymouth custom suburb"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
32.1,4,98,70,2120,15.5,80,1,"""chevrolet chevette"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
24.2,6,146,120,2930,13.8,81,3,"""datsun 810 maxima"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
14,8,440,215,4312,8.5,70,1,"""plymouth fury iii"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
14,8,351,153,4154,13.5,71,1,"""ford galaxie 500"""
15,8,350,145,4082,13,73,1,"""chevrolet monte carlo s"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
26,4,122,80,2451,16.5,74,1,"""ford pinto"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
24,4,107,90,2430,14.5,70,2,"""audi 100 ls"""
23,4,97,54,2254,23.5,72,2,"""volkswagen type 3"""
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
39.4,4,85,70,2070,18.6,78,3,"""datsun b210 gx"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
20.2,6,200,85,2965,15.8,78,1,"""ford fairmont (auto)"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
15,8,390,190,3850,8.5,70,1,"""amc ambassador dpl"""
24,4,116,75,2158,15.5,73,2,"""opel manta"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
32,4,144,96,2665,13.9,82,3,"""toyota celica gt"""
28,4,112,88,2605,19.6,82,1,"""chevrolet cavalier"""
14,8,302,140,4638,16,74,1,"""ford gran torino (sw)"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
40.8,4,85,65,2110,19.2,80,3,"""datsun 210"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
14,8,440,215,4312,8.5,70,1,"""plymouth fury iii"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
20,8,262,110,3221,13.5,75,1,"""chevrolet monza 2+2"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
25.5,4,122,96,2300,15.5,77,1,"""plymouth arrow gs"""
26,4,96,69,2189,18,72,2,"""renault 12 (sw)"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
34.2,4,105,70,2200,13.2,79,1,"""plymouth horizon"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
19.1,6,225,90,3381,18.7,80,1,"""dodge aspen"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
32,4,91,67,1965,15.7,82,3,"""honda civic (auto)"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
22,4,140,72,2408,19,71,1,"""chevrolet vega (sw)"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
33.5,4,98,83,2075,15.9,77,1,"""dodge colt m/m"""
26,4,108,93,2391,15.5,74,3,"""subaru"""
16,6,250,100,3278,18,73,1,"""chevrolet nova custom"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
16,6,258,110,3632,18,74,1,"""amc matador"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
26.4,4,140,88,2870,18.1,80,1,"""ford fairmont"""
19.8,6,200,85,2990,18.2,79,1,"""mercury zephyr 6"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
18.1,6,258,120,3410,15.1,78,1,"""amc concord d/l"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
15,8,350,145,4440,14,75,1,"""chevrolet bel air"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
13,8,360,170,4654,13,73,1,"""plymouth custom suburb"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
21.5,3,80,110,2720,13.5,77,3,"""mazda rx-4"""
23,8,350,125,3900,17.4,79,1,"""cadillac eldorado"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
44.6,4,91,67,1850,13.8,80,3,"""honda civic 1500 gl"""
20.2,6,232,90,3265,18.2,79,1,"""amc concord dl 6"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
19,6,232,90,3211,17,75,1,"""amc pacer"""
26,4,98,79,2255,17.7,76,1,"""dodge colt"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
28,4,97,92,2288,17,72,3,"""datsun 510 (sw)"""
33.5,4,98,83,2075,15.9,77,1,"""dodge colt m/m"""
37.3,4,91,69,2130,14.7,79,2,"""fiat strada custom"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
33.5,4,85,70,1945,16.8,77,3,"""datsun f-10 hatchback"""
12,8,455,225,4951,11,73,1,"""buick electra 225 custom"""
25,4,121,115,2671,13.5,75,2,"""saab 99le"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
